system:index,crop_id,crop_type,crop_yn,district,intercrop,label,maize,maizeProb,maizeYield,maizeYieldAdj_optimalClass,maizeYield_majorityClass,maize_mono,majorityClass,optimalClass,pct_primary_crop,random_order,season,set,sos_actual,type_int,yield_acre,yield_kg_ha,yield_kg_ha_sqrt,.geo
2019_Season_A_2019_Season_A_0000000000000000a6dd,rti_2262,maize,crop,43.0,-999,maize,1,0.949547290802002,6505.666015625,1776.4251708984375,6505.666015625,-999,1.0,1.0,-999,42717,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000a6ea,rti_2575,maize,crop,43.0,-999,maize,1,0.961244523525238,6636.458984375,1812.1392822265625,6636.458984375,-999,1.0,1.0,-999,42730,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000a78c,rti_1040,maize,crop,42.0,-999,maize,1,0.7603244185447693,3571.11669921875,1010.2438354492188,3571.11669921875,-999,1.0,1.0,-999,42892,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000a7ac,rti_771,maize,crop,31.0,-999,maize,1,0.42018595337867737,2348.25927734375,829.64501953125,-999,-999,2.0,1.0,-999,42924,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000a7bc,rti_1845,maize,crop,53.0,-999,maize,1,0.9774289131164551,5838.67626953125,3693.975341796875,5838.67626953125,-999,1.0,1.0,-999,42940,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000a81c,rti_701,maize,crop,42.0,-999,maize,1,0.5370071530342102,4657.23583984375,1317.499267578125,4657.23583984375,-999,1.0,1.0,-999,43036,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000a830,rti_263,maize,crop,53.0,-999,maize,1,0.7560444474220276,4711.53466796875,2980.86279296875,4711.53466796875,-999,1.0,1.0,-999,43056,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000a83d,rti_762,maize,crop,42.0,-999,maize,1,0.6831939816474915,4349.17822265625,1230.3519287109375,4349.17822265625,-999,1.0,1.0,-999,43069,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000a888,rti_2380,maize,crop,43.0,-999,maize,1,0.8622228503227234,6786.029296875,1852.980712890625,6786.029296875,-999,1.0,1.0,-999,43144,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000aa2d,rti_1428,maize,crop,23.0,-999,maize,1,0.13372346758842468,3047.59228515625,-999,-999,-999,4.0,4.0,-999,43565,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000aaaf,rti_1580,maize,crop,53.0,-999,maize,1,0.8783900737762451,4516.05517578125,2857.18798828125,4516.05517578125,-999,1.0,1.0,-999,43695,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000ab2c,rti_2423,maize,crop,43.0,-999,maize,1,0.9021745324134827,5922.98583984375,1617.319580078125,5922.98583984375,-999,1.0,1.0,-999,43820,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000ab7c,rti_2559,maize,crop,43.0,-999,maize,1,0.9129544496536255,6012.5390625,1641.7728271484375,6012.5390625,-999,1.0,1.0,-999,43900,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000abd6,rti_2326,maize,crop,43.0,-999,maize,1,0.9902337193489075,6684.9599609375,1825.3829345703125,6684.9599609375,-999,1.0,1.0,-999,43990,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000abd7,rti_2249,maize,crop,43.0,-999,maize,1,0.9887551665306091,6597.7490234375,1801.5692138671875,6597.7490234375,-999,1.0,1.0,-999,43991,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000abd8,rti_2333,maize,crop,43.0,-999,maize,1,0.9553939700126648,6134.51904296875,1675.0804443359375,6134.51904296875,-999,1.0,1.0,-999,43992,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000ac5b,rti_2246,maize,crop,43.0,-999,maize,1,0.9832571744918823,6574.0654296875,1795.1021728515625,6574.0654296875,-999,1.0,1.0,-999,44123,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000acf7,rti_361,maize,crop,53.0,-999,maize,1,0.7725058794021606,4421.2724609375,2797.221435546875,4421.2724609375,-999,1.0,1.0,-999,44279,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000ad81,rti_2289,maize,crop,43.0,-999,maize,1,0.9865114092826843,6566.4384765625,1793.0196533203125,6566.4384765625,-999,1.0,1.0,-999,44417,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000ad82,rti_312,maize,crop,43.0,-999,maize,1,0.29292571544647217,5578.2958984375,-999,-999,-999,2.0,2.0,-999,44418,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000adc6,rti_2370,maize,crop,43.0,-999,maize,1,0.9825047254562378,6389.2900390625,1744.6478271484375,6389.2900390625,-999,1.0,1.0,-999,44486,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000ae12,rti_1459,maize,crop,23.0,-999,maize,1,0.5140710473060608,3988.68359375,877.0530395507812,3988.68359375,-999,1.0,1.0,-999,44562,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000ae66,rti_2274,maize,crop,43.0,-999,maize,1,0.9752066731452942,6516.234375,1779.31103515625,6516.234375,-999,1.0,1.0,-999,44646,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000ae79,rti_2438,maize,crop,43.0,-999,maize,1,0.8185489773750305,6526.119140625,1782.0101318359375,6526.119140625,-999,1.0,1.0,-999,44665,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000af6c,rti_1835,maize,crop,53.0,-999,maize,1,0.9687646627426147,5471.216796875,3461.493408203125,5471.216796875,-999,1.0,1.0,-999,44908,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000afb4,rti_2261,maize,crop,43.0,-999,maize,1,0.9848024249076843,6613.1708984375,1805.7802734375,6613.1708984375,-999,1.0,1.0,-999,44980,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000afc5,rti_2280,maize,crop,43.0,-999,maize,1,0.9822922945022583,6474.6318359375,1767.9510498046875,6474.6318359375,-999,1.0,1.0,-999,44997,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b0c4,rti_194,maize,crop,53.0,-999,maize,1,0.788013219833374,4411.13671875,2790.808837890625,4411.13671875,-999,1.0,1.0,-999,45252,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b0ee,rti_1529,maize,crop,28.0,-999,maize,1,0.49974751472473145,2889.64453125,1690.6514892578125,2889.64453125,-999,1.0,1.0,-999,45294,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b131,rti_2577,maize,crop,43.0,-999,maize,1,0.9657121300697327,6186.64599609375,1689.314208984375,6186.64599609375,-999,1.0,1.0,-999,45361,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b156,rti_2047,maize,crop,42.0,-999,maize,1,0.8236358165740967,3332.6708984375,942.7891845703125,3332.6708984375,-999,1.0,1.0,-999,45398,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b168,rti_1802,maize,crop,53.0,-999,maize,1,0.8753299713134766,4128.40185546875,2611.93017578125,4128.40185546875,-999,1.0,1.0,-999,45416,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b180,rti_2576,maize,crop,43.0,-999,maize,1,0.13913728296756744,5781.15478515625,-999,-999,-999,2.0,2.0,-999,45440,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b20d,rti_523,maize,crop,31.0,-999,maize,1,0.22653207182884216,2294.318359375,-999,-999,-999,2.0,2.0,-999,45581,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b224,rti_1781,maize,crop,53.0,-999,maize,1,0.973501980304718,5417.3251953125,3427.397705078125,5417.3251953125,-999,1.0,1.0,-999,45604,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b24f,rti_198,maize,crop,53.0,-999,maize,1,0.4849109947681427,2983.83251953125,1887.79150390625,2983.83251953125,-999,1.0,1.0,-999,45647,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b295,rti_2292,maize,crop,43.0,-999,maize,1,0.9448884129524231,6383.814453125,1743.152587890625,6383.814453125,-999,1.0,1.0,-999,45717,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b38f,rti_2544,maize,crop,43.0,-999,maize,1,0.9632868766784668,6140.61962890625,1676.746337890625,6140.61962890625,-999,1.0,1.0,-999,45967,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b3dd,rti_2266,maize,crop,43.0,-999,maize,1,0.9871478080749512,6657.8720703125,1817.986328125,6657.8720703125,-999,1.0,1.0,-999,46045,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b46f,rti_267,maize,crop,53.0,-999,maize,1,0.3858754336833954,3912.31103515625,-999,3912.31103515625,-999,1.0,8.0,-999,46191,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b4ae,rti_2328,maize,crop,43.0,-999,maize,1,0.9887095093727112,6677.779296875,1823.422119140625,6677.779296875,-999,1.0,1.0,-999,46254,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b4d6,rti_1843,maize,crop,53.0,-999,maize,1,0.9276077151298523,4671.39111328125,2955.46484375,4671.39111328125,-999,1.0,1.0,-999,46294,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b5ab,rti_942,maize,crop,42.0,-999,maize,1,0.5147587060928345,4624.19482421875,1308.1522216796875,4624.19482421875,-999,1.0,1.0,-999,46507,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b5b7,rti_1858,maize,crop,53.0,-999,maize,1,0.973220705986023,5803.08642578125,3671.45849609375,5803.08642578125,-999,1.0,1.0,-999,46519,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b5da,rti_1795,maize,crop,53.0,-999,maize,1,0.9563424587249756,5035.9443359375,3186.108154296875,5035.9443359375,-999,1.0,1.0,-999,46554,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b5dc,rti_2551,maize,crop,43.0,-999,maize,1,0.9536122679710388,6506.2294921875,1776.5791015625,6506.2294921875,-999,1.0,1.0,-999,46556,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b60a,rti_2313,maize,crop,43.0,-999,maize,1,0.8481773734092712,6769.2529296875,1848.3997802734375,6769.2529296875,-999,1.0,1.0,-999,46602,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b650,rti_837,maize,crop,53.0,-999,maize,1,0.784768283367157,4138.61328125,2618.390625,4138.61328125,-999,1.0,1.0,-999,46672,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b657,rti_773,maize,crop,42.0,-999,maize,1,0.5997540950775146,4364.794921875,1234.769775390625,4364.794921875,-999,1.0,1.0,-999,46679,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b6f7,rti_796,maize,crop,42.0,-999,maize,1,0.5858639478683472,3750.70703125,1061.0487060546875,3750.70703125,-999,1.0,1.0,-999,46839,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b76f,rti_2359,maize,crop,43.0,-999,maize,1,0.01252856943756342,6149.38232421875,-999,-999,-999,5.0,5.0,-999,46959,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b7c5,rti_348,maize,crop,53.0,-999,maize,1,0.9460992813110352,4229.1552734375,2675.674072265625,4229.1552734375,-999,1.0,1.0,-999,47045,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b843,rti_2124,maize,crop,42.0,-999,maize,1,0.9038474559783936,4190.71875,1185.52490234375,4190.71875,-999,1.0,1.0,-999,47171,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b85b,rti_173,maize,crop,53.0,-999,maize,1,0.4642268419265747,4090.58154296875,2588.002197265625,-999,-999,2.0,1.0,-999,47195,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b8be,rti_1863,maize,crop,53.0,-999,maize,1,0.7922627329826355,6009.5107421875,3802.0576171875,6009.5107421875,-999,1.0,1.0,-999,47294,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b8c0,rti_324,maize,crop,53.0,-999,maize,1,0.5091902613639832,3550.43896484375,2246.268310546875,3550.43896484375,-999,1.0,1.0,-999,47296,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b8c2,rti_2405,maize,crop,43.0,-999,maize,1,0.38386645913124084,6132.8017578125,1674.611572265625,-999,-999,2.0,1.0,-999,47298,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000b8e4,rti_2388,maize,crop,43.0,-999,maize,1,0.9643400311470032,6549.98046875,1788.525634765625,6549.98046875,-999,1.0,1.0,-999,47332,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000bb89,rti_2522,maize,crop,43.0,-999,maize,1,0.8514677882194519,5744.22802734375,1568.50830078125,5744.22802734375,-999,1.0,1.0,-999,48009,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000bbb0,rti_1644,maize,crop,53.0,-999,maize,1,0.8676027655601501,4855.6416015625,3072.035400390625,4855.6416015625,-999,1.0,1.0,-999,48048,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000bd11,rti_2265,maize,crop,43.0,-999,maize,1,0.9910117387771606,6495.599609375,1773.676513671875,6495.599609375,-999,1.0,1.0,-999,48401,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000be09,rti_2271,maize,crop,43.0,-999,maize,1,0.9809587597846985,6443.2412109375,1759.379638671875,6443.2412109375,-999,1.0,1.0,-999,48649,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000be1b,rti_1862,maize,crop,53.0,-999,maize,1,0.9681130051612854,5631.6796875,3563.013916015625,5631.6796875,-999,1.0,1.0,-999,48667,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000be68,rti_76,maize,crop,42.0,-999,maize,1,0.23261962831020355,3477.064453125,-999,-999,-999,2.0,2.0,-999,48744,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000be85,rti_2301,maize,crop,43.0,-999,maize,1,0.9888815879821777,6466.80078125,1765.812744140625,6466.80078125,-999,1.0,1.0,-999,48773,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000bee6,rti_2323,maize,crop,43.0,-999,maize,1,0.9490042328834534,6699.591796875,1829.378173828125,6699.591796875,-999,1.0,1.0,-999,48870,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000bef2,rti_2251,maize,crop,43.0,-999,maize,1,0.9867445230484009,6850.7587890625,1870.6556396484375,6850.7587890625,-999,1.0,1.0,-999,48882,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000befc,rti_2432,maize,crop,43.0,-999,maize,1,0.5383533239364624,5961.5693359375,1627.8551025390625,5961.5693359375,-999,1.0,1.0,-999,48892,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000bf65,rti_2415,maize,crop,43.0,-999,maize,1,0.9694268107414246,6104.04833984375,1666.76025390625,6104.04833984375,-999,1.0,1.0,-999,48997,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000bff4,rti_2457,maize,crop,43.0,-999,maize,1,0.9061281085014343,6030.48046875,1646.671875,6030.48046875,-999,1.0,1.0,-999,49140,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c0cc,rti_2549,maize,crop,43.0,-999,maize,1,0.552709698677063,5535.1865234375,1511.4278564453125,5535.1865234375,-999,1.0,1.0,-999,49356,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c16b,rti_2393,maize,crop,43.0,-999,maize,1,0.9922693371772766,6790.0244140625,1854.071533203125,6790.0244140625,-999,1.0,1.0,-999,49515,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c1bd,rti_330,maize,crop,53.0,-999,maize,1,0.8087689280509949,4420.5078125,2796.73779296875,4420.5078125,-999,1.0,1.0,-999,49597,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c251,rti_756,maize,crop,42.0,-999,maize,1,0.929833173751831,3604.8525390625,1019.7874755859375,3604.8525390625,-999,1.0,1.0,-999,49745,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c28b,rti_259,maize,crop,53.0,-999,maize,1,0.5439163446426392,4045.56787109375,2559.523193359375,4045.56787109375,-999,1.0,1.0,-999,49803,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c2b8,rti_1043,maize,crop,42.0,-999,maize,1,0.7750020027160645,4375.81396484375,1237.8870849609375,4375.81396484375,-999,1.0,1.0,-999,49848,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c2bd,rti_786,maize,crop,42.0,-999,maize,1,0.4687230885028839,3621.671875,1024.5455322265625,3621.671875,-999,1.0,1.0,-999,49853,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c345,rti_2465,maize,crop,43.0,-999,maize,1,0.9242780804634094,6070.54833984375,1657.61279296875,6070.54833984375,-999,1.0,1.0,-999,49989,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c3d9,rti_335,maize,crop,53.0,-999,maize,1,0.8045098185539246,4509.44140625,2853.003662109375,4509.44140625,-999,1.0,1.0,-999,50137,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c44c,rti_1390,maize,crop,28.0,-999,maize,1,0.6834902763366699,2995.0673828125,1752.33154296875,2995.0673828125,-999,1.0,1.0,-999,50252,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c493,rti_765,maize,crop,53.0,-999,maize,1,0.9656350612640381,5559.93212890625,3517.621337890625,5559.93212890625,-999,1.0,1.0,-999,50323,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c4bb,rti_589,maize,crop,43.0,-999,maize,1,0.9812947511672974,6788.7353515625,1853.7196044921875,6788.7353515625,-999,1.0,1.0,-999,50363,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c517,rti_2358,maize,crop,43.0,-999,maize,1,0.985453724861145,6761.3251953125,1846.2349853515625,6761.3251953125,-999,1.0,1.0,-999,50455,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c544,rti_734,maize,crop,42.0,-999,maize,1,0.8434925675392151,3973.6806640625,1124.1263427734375,3973.6806640625,-999,1.0,1.0,-999,50500,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c579,rti_336,maize,crop,53.0,-999,maize,1,0.9762272834777832,5517.8056640625,3490.968994140625,5517.8056640625,-999,1.0,1.0,-999,50553,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c5ab,rti_761,maize,crop,42.0,-999,maize,1,0.84396892786026,4412.447265625,1248.2503662109375,4412.447265625,-999,1.0,1.0,-999,50603,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c5be,rti_2240,maize,crop,42.0,-999,maize,1,0.5690314769744873,4498.154296875,1272.4962158203125,4498.154296875,-999,1.0,1.0,-999,50622,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c5cd,rti_2275,maize,crop,43.0,-999,maize,1,0.9747927188873291,6626.3203125,1809.370849609375,6626.3203125,-999,1.0,1.0,-999,50637,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c5d4,rti_2404,maize,crop,43.0,-999,maize,1,0.9839414358139038,6651.1181640625,1816.14208984375,6651.1181640625,-999,1.0,1.0,-999,50644,2019_Season_A,testing,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c5e3,rti_2395,maize,crop,43.0,-999,maize,1,0.973904013633728,6525.84375,1781.9349365234375,6525.84375,-999,1.0,1.0,-999,50659,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c607,rti_1503,maize,crop,28.0,-999,maize,1,0.39003831148147583,3267.75146484375,1911.8714599609375,-999,-999,2.0,1.0,-999,50695,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_Season_A_2019_Season_A_0000000000000000c61a,rti_1072,maize,crop,42.0,-999,maize,1,0.7116024494171143,3239.5732421875,916.4525146484375,3239.5732421875,-999,1.0,1.0,-999,50714,2019_Season_A,training,20180901,0,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
